id,뉴스카테고리,뉴스날짜,뉴스제목,뉴스내용,url
3579,환율,2025-11-07 17:58:17,"작은 충격엔 급등, 하락 요인엔 무반응…""환율 1500원 갈 수도""","1450원 뚫린 원·달러 환율…7개월 만에 최고 美 민간 고용지표 악화에 급등 올해 서학개미 투자도 폭증 원·달러 환율이 7일 10원 가까이 급등한 것은 미국 고용 악화 우려에 따른 위험 회피와 외국인 투자자의 증시 이탈 때문으로 설명할 수 있다. 하지만 1450원을 훌쩍 넘는 원·달러 환율 수준은 이런 일시적 요인만으로 해석하기 어렵다는 지적이 많다. 기업과 개인의 해외 투자 증가에 따른 구조적 요인이 전반적인 환율 수준을 높이면서 고환율이 고착화하고 있다는 우려가 나온다. ◇외국인 주식 살 때도 환율 상승 서울외환시장에 따르면 원·달러 환율은 이달 들어 30원 가까이 급등했다. 지난달 말 1428원80전이던 환율이 이날 1456원90전까지 올랐다. 외국인 투자자가 연일 차익을 실현하면서 유가증권시장에서 이탈하자 환율이 급격하게 상승한 것으로 분석된다. 이날은 미국 고용이 악화했다는 지표가 나오면서 환율 상승세를 부추겼다. 셧다운(일시적 업무 정지)으로 정부 고용지표가 발표되지 않고 있는 가운데 민간 컨설팅 업체에서 미국 기업이 대규모 감원을 했다는 통계를 발표하면서 위험 회피 심리가 나타났다. 미국 증시에서 인공지능(AI) 관련 기업의 주가가 하락하고 있는 것도 위험 회피 흐름을 강화했다. < 미국發 충격에 금융시장 '출렁' > 코스피지수가 7일 1.81% 떨어진 3953.76으로 마감했다. 원·달러 환율은 장중 9원(0.62%) 오른 1456원70전을 나타냈다. 서울 을지로 하나은행 딜링룸 현황판에 코스피지수 종가와 환율이 표시돼 있다. /최혁 기자 고용 악화에 대응하기 위해 미국 중앙은행(Fed)이 다음달 연방공개시장위원회(FOMC) 정례회의에서 정책금리를 낮출 것이란 예상이 나오자 달러화지수가 소폭 하락했지만 위험 자산인 원화의 약세를 되돌리기에는 역부족이었다는 평가가 나온다. 이날 환율 수준이 1450원 위로 올라선 것은 최근 몇 달간 외국인 투자자가 대규모로 국내 증시에 들어오는 상황에서도 환율이 내려가지 않은 것과 무관하지 않다는 분석이 제기된다. 외국인이 국내 증시에 투자하면 달러를 원화로 바꾸는 수요가 늘어나 환율이 내리는 것이 일반적이지만, 지난달 환율은 코스피지수가 급등하는 상황에서도 달러당 1400원에서 1430원대로 오히려 오르는 흐름을 보였다. ◇구조적 원화 약세 지속 환율이 하방 경직성을 보이고 있는 것은 달러 유출이 계속되는 구조적인 문제 때문이라는 게 전문가들의 분석이다. 서학개미와 기업의 해외 투자가 늘어나면서 원화를 팔고 달러를 구하려는 수요가 지속되고 있기 때문에 환율이 내려가기 어렵다는 것이다. 한국은행에 따르면 한국의 순대외금융자산 규모는 지난 2분기 말 기준 1조304억달러로 집계됐다. 작년 말(1조1020억달러)보다는 소폭 줄었지만 2023년 말(8051억달러)보다는 27.9%, 2020년(4872억달러)보다는 2.1배 증가했다. 관련 보고서를 쓴 이희은 한은 과장은 “순대외자산 증가는 자본의 해외 유출에 따른 국내 자본시장 투자 기반 약화, 달러 수요 증가에 따른 원화 약세 압력 등 부정적 측면이 있다”고 설명했다. 기업 역시 해외 투자가 늘면서 수출 대금을 환전하지 않고 달러로 보유하려는 움직임이 나타나고 있다는 분석도 나온다. 문다운 한국투자증권 연구원은 “원화 약세에 대한 기대가 자리 잡은 만큼 수출 업체의 달러 매도 수요도 약화된 것으로 보인다”고 말했다. 연 200억달러 규모의 대미 투자가 확정된 것도 외환시장엔 부담 요인이다. 외환당국은 해외에서 운용하는 자산의 배당과 이자를 통해 자금을 조달하기 때문에 국내 외환시장에는 영향이 없다고 주장하고 있지만 어떤 형태로든 영향을 받을 수밖에 없다는 시각이 많다. 이윤수 서강대 경제학과 교수는 “외환보유액을 충당할 금액을 미국에 투자하는 것이기 때문에 환율 개입 여력이 줄어든 것으로 볼 수 있다”고 했다. ◇“환율 더 오른다”…1500원 전망도 전문가들은 이런 점을 감안할 때 당분간 환율이 더 올라갈 것으로 예상하고 있다. 박형중 우리은행 이코노미스트는 “연말 환율이 1500원까지 상승할 수 있다”며 “당분간 이런 높은 환율 수준을 기초로 의사 결정을 해야 할 것”이라고 내다봤다. 한국투자증권은 이날 보고서를 통해 4분기 평균 환율 전망치를 기존 1390원에서 1420원으로 높였다. 단기 상단은 1480원으로 제시했다. 신한투자증권과 DS투자증권 등은 한국의 저성장 등 펀더멘털(기초체력) 요인과 해외 투자 증가 등을 이유로 내년에도 환율이 1400원대에서 움직일 것으로 전망했다.",https://n.news.naver.com/mnews/article/015/0005208561
3580,환율,2025-11-07 17:55:14,"""원화 약세 요인만 가득""…1460원 뚫린 환율","종가 1456.9원…7개월새 최고 美 고용부진에 외국인 증시 이탈 해외투자 증가 등 구조적 원인도 코스피 1.8% 하락…3953 마감 < 환전소는 1460원 '훌쩍' > 원·달러 환율(오후 3시30분 기준)이 7일 서울외환시장에서 9원20전 오른 1456원90전에 주간 거래를 마쳤다. 7개월여 만에 1450원을 돌파했다. ﻿명동의 한 환전소 앞 전광판에 이날 기준 원화 대비 달러화와 엔화 등 주요국 환율 정보가 표시돼 있다.  /김범준 기자 원·달러 환율이 7개월 만에 1450원을 돌파했다. 미국의 고용 부진 우려로 위험회피 심리가 커진 가운데 국내 증시에서 외국인 투자자의 이탈이 5일째 이어지며 원화 약세 흐름을 부추겼다. 7일 서울외환시장에서 원·달러 환율(오후 3시30분 기준)은 전날보다 9원20전 오른 1456원90전에 주간 거래를 마쳤다. 이날 환율은 전날 대비 40전 높은 1448원10전으로 출발한 뒤 오름폭을 키웠다. 야간 장에선 밤 11시40분께 1460원을 돌파했다. 이날 주간 종가 수준은 미·중 갈등이 격해진 지난 4월 9일(1484원10전) 후 7개월 만에 가장 높았다. 미국의 고용 컨설팅 기업 챌린저그레이앤드크리스마스(CG&C)는 6일(현지시간) 미국 기업의 감원 인원이 지난달 15만3074명을 기록해 10월 기준으로 2003년 이후 가장 많았다고 발표했다. 미국 경기 악화 우려가 나오면서 위험자산인 원화가 큰 타격을 입었다. 국내 증시에서는 외국인 투자자가 유가증권시장에서 4791억원어치를 순매도해 코스피지수가 72.69포인트(1.81%) 하락한 3953.76에 장을 마쳤다. 삼성전자, SK하이닉스 등 국내 반도체주를 쓸어 담던 외국인은 지난 3일부터 차익 실현에 나서 5일째 매도세를 이어갔다. AI 거품론 우려로 글로벌 증시의 변동성이 커져 이 같은 추세가 당분간 지속될 것이라는 우려가 나온다. 전문가들은 당분간 원화 약세 흐름을 되돌릴 뾰족한 방법이 없다고 보고 있다. 서학개미와 국내 기업의 해외 투자 증가 등 구조적 원화 약세 요인이 계속되는 데다 연 200억달러 대미 투자에 따른 수급 부담이 겹쳐 1400원대 환율이 ‘뉴노멀’로 자리 잡을 것이라는 우려가 나온다. 정부는 대미 현금 투자를 연간 200억달러로 제한해 외환시장에 미치는 영향을 최소화했다는 입장이지만, 전문가 사이에서는 외환보유액 복원력에 문제가 생길 수 있어 원화 가치에 부정적 영향이 불가피하다는 관측이 많다. 문다운 한국투자증권 연구원은 “미국의 셧다운이 장기화하면서 강달러 우려가 지속되는 가운데 심리적 저항선으로 여겨지던 1440원이 뚫려 시장의 기대가 원화 약세로 기울고 있다”며 “단기적으로 1480원대에 진입할 가능성이 있다”고 내다봤다.",https://n.news.naver.com/mnews/article/015/0005208556
3581,환율,2025-11-07 16:29:13,[그래픽] 원/달러 환율 추이,"(서울=연합뉴스) 김민지 기자 = 7일 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가(오후 3시 30분 기준)는 전일보다 9.2원 오른 1,456.9원이다. minfo@yna.co.kr X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1",https://n.news.naver.com/mnews/article/001/0015730525
3582,환율,2025-11-07 15:47:57,"환율, 外人 증시순매도에 7개월래 최고치…9.2원 오른 1,456.9원","코스피ㆍ코스닥 하락 마감 (서울=연합뉴스) 김인철 기자 = 7일 서울 중구 하나은행 딜링룸 현황판에 코스피 지수 등이 표시되고 있다. 이날 코스피 지수는 전 거래일 대비 72.69포인트(1.81%) 내린 3,953.76에, 코스닥은 21.36포인트(2.38%) 내린 876.81에 장을 마감했다. 2025.11.7 yatoya@yna.co.kr (서울=연합뉴스) 민선희 기자 = 7일 원/달러 환율은 외국인의 국내증시 순매도 등으로 1,450원대 후반까지 상승했다. 이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가(오후 3시 30분 기준)는 전일보다 9.2원 오른 1,456.9원이다. 주간 거래 종가 기준으로 지난 4월 9일(1,484.1원) 이후 약 7개월 만에 최고치다. 환율은 전장보다 0.4원 높은 1,448.1원으로 출발한 뒤 오름폭을 키워 1,458.5원까지 상승했다. 장중 고가 기준으로는 지난 4월 10일(야간 거래 포함·1,465.7원) 이후 가장 높았다. 외국인이 국내 증시에서 5거래일째 순매도를 이어가면서 원/달러 환율을 끌어올렸다. 코스피는 전일보다 72.69포인트(1.81%) 내린 3,953.76으로 장을 마쳤다. 외국인은 이날 유가증권시장에서 약 4천721억원을 순매도했다. 인공지능(AI) 거품론, 미국 노동시장 불안, 미·중 갈등 재점화 등으로 투자심리가 악화한 것으로 보인다. 다만 달러는 연방준비제도(Fed·연준) 금리 인하 기대감이 되살아나면서 약세를 나타냈다. 주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전일보다 0.17% 내린 99.856 수준이다. 오후 3시 30분 기준 원/엔 재정환율은 100엔당 949.28원으로, 전일 오후 3시 30분 기준가인 940.80원보다 8.48원 상승했다. 엔/달러 환율은 0.26% 내린 153.470엔이다. ssun@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015730410
3583,환율,2025-11-07 15:32:13,원·달러 환율 9.2원 오른 1456.9원 마감,7일 서울 외환시장에서 원·달러 환율은 오후3시30분 기준 전 거래일 대비 9.2원 오른 1456.9원 에 마감했다.,https://n.news.naver.com/mnews/article/277/0005676301
3584,환율,2025-11-07 15:31:05,"[외환] 원/달러 환율 9.2원 오른 1,456.9원(15:30 종가)",연합뉴스 속보(CG),https://n.news.naver.com/mnews/article/001/0015730350
3585,환율,2025-11-07 14:38:09,"코스피 3,890선까지 후퇴…환율, 7개월 만에 최고","오늘(7일) 오후 장중 코스피가 3% 넘는 하락세를 보이며 3,890선까지 밀려났습니다. 이날 지수는 전 거래일(6일) 대비 1.5%가량 내린 3,960선에서 거래를 시작한 뒤, 장중 낙폭을 넓혀 3,890선까지 하락했습니다. 외국인과 기관이 동반 매도 우위를 보이고 있는 가운데, 최근 '10만 전자'를 달성했던 삼성전자가 9만6천원선까지 밀려났고, 지난 3일 62만원까지 올랐던 SK하이닉스도 56만원선에서 거래되고 있습니다. 이날 코스닥 지수도 3% 넘게 급락해 860선에서 거래되고 있습니다. 서울 외환시장에서 원/달러 환율이 1,456원을 넘어서면서, 지난 4월 11일 이후 약 7개월 만에 가장 높은 수준으로 올랐습니다. #환율 #코스피 #코스닥 #삼성전자 #SK하이닉스 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",https://n.news.naver.com/mnews/article/422/0000799318
3586,환율,2025-11-07 14:26:09,"구윤철 ""대미투자해도 외환보유액 4천200억달러 수준 계속 유지""","2026년도 정부 예산안 제안 설명하는 구윤철 부총리 (서울=연합뉴스) 황광모 기자 = 구윤철 부총리 겸 기획재정부 장관이 6일 국회 예결위 회의장에서 열린 전체회의에 참석해 예산안 제안 설명을 하고 있다. 이날 국회 예결위는 정부가 제출안 2026년도 예산 심의에 본격 돌입했다. 2025.11.6 hkmpooh@yna.co.kr (서울=연합뉴스) 최평천 기자 = 구윤철 부총리 겸 기획재정부 장관은 7일 한미 관세 협상과 맞물린 대미 투자에 따라 외환보유액이 감소할 가능성에 대해 ""자금을 조달할 때 이자 또는 배당을 활용하고, 부족하면 해외에서 (조달)하기 때문에 외환보유액 4천200억달러 수준을 계속 유지할 것""이라고 말했다. 구 부총리는 이날 국회 예산결산특별위원회에 출석해 '한미 관세 협상 이후 외환위기가 있는 것 아니냐는 국민들 우려가 있다'는 더불어민주당 한병도 의원 질문에 이같이 답했다. 구 부총리는 ""현재 단기 외채 비율은 낮고 해외 자산도 많이 있다""며 ""국제통화기금(IMF)에서도 이를 감안했을 때 단계적으로 외환 충격에 취약하지 않다고 보고 있다""고 설명했다. 구 부총리는 '국가신용등급 강등 가능성은 없다고 평가하면 되는가'라는 질문에 ""네""라며 ""무디스에서 한국이 지금 재정도 잘 관리하고, 새 정부 들어서 성장 정책을 잘 발표했다고 평가했다""고 설명했다. pc@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015730119
3587,환율,2025-11-07 12:29:53,달러 환율 상승,"(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729914
3588,환율,2025-11-07 12:29:48,달러 환율 상승,"(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729913
3589,환율,2025-11-07 12:29:46,달러 환율 상승,"(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729912
3590,환율,2025-11-07 12:29:39,달러 환율 상승,"(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729911
3591,환율,2025-11-07 12:29:34,"환율, 장초반 1,450원 넘어","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729910
3592,환율,2025-11-07 12:29:24,"환율, 장초반 1,450원 넘어…美 고용 냉각 우려에 위험회피","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729909
3593,환율,2025-11-07 12:29:17,"환율, 장초반 1,450원 넘어…美 고용 냉각 우려에 위험회피","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729908
3594,환율,2025-11-07 12:29:13,"원/달러 환율 1,450원대","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729907
3595,환율,2025-11-07 12:29:11,"원/달러 환율 1,450원대","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729906
3596,환율,2025-11-07 12:29:06,"원/달러 환율 1,450원대","(서울=연합뉴스) 류영석 기자 = 7일 원/달러 환율이 미국 고용시장 냉각 우려에 따른 위험회피 심리로 장 초반 1,450원대로 오른 가운데 서울 중구 명동의 한 환전소에 현재 환율이 표시되어 있다. 2025.11.7 ondol@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729905
3597,환율,2025-11-07 10:06:16,美 고용 시장 둔화 우려에…원·달러 환율 장중 1450원 돌파,"7일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 원/달러 환율이 표시돼 있다./사진=연합뉴스 원·달러 환율이 장중 1450원을 돌파했다. 미국 고용 둔화 우려에 안전자산 선호도가 높아진 것으로 풀이된다. 7일 오전 9시56분 현재 원·달러 환율은 1450.4원을 가리키고 있다. 환율은 전장보다 0.4원 높은 1,448.1원으로 출발한 뒤 오름폭을 키웠다. 전날 야간 거래에서도 환율은 1452원까지 올랐다. 미국 노동시장 불안감에 위험회피 심리가 강해졌다. 챌린저그레이&크리스마스(CG&C)가 발표한 감원보고서에 따르면 미국 기업의 10월 규모는 15만3074명으로 집계됐다. 지난 9월 대비 183%, 전년 동기 대비 175% 급증한 수치다. 10월 기준으로는 2003년 이후 최고 수준이다. 월간 감원 규모 기준으로는 2008년 4분기 이후 최고다. NH선물은 이날 원·달러 환율 예상 범위로 1445~1455원을 제시했다. 위재현 이코노미스트는 ""미국 고용 둔화가 예상보다 빠르게 전개될 수 있다는 우려가 커졌고, 약달러와 별개로 자산시장 내 위험 회피 심리가 여전히 유지되고 있다""며 ""원·달러 환율은 1450원대 상승을 시도할 전망""이라고 했다. 이어 ""외국인의 국내 주식 매도가 이어진다면 원·달러 환율은 달러 약세가 아닌 수급 영향으로 상승 압력을 받을 것""이라고 했다.",https://n.news.naver.com/mnews/article/015/0005208256
3598,환율,2025-11-07 09:36:18,"환율, 장초반 1,450원 넘어…美 고용 냉각 우려에 위험회피","원/달러 환율, 장중 1,450원 돌파 (서울=연합뉴스) 서대연 기자 = 7일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 원/달러 환율이 표시돼 있다. 이날 원/달러 환율은 전장보다 0.4원 오른 1,448.1원으로 출발해 장중 1,450원을 돌파했다. 2025.11.7 dwise@yna.co.kr (서울=연합뉴스) 민선희 기자 = 원/달러 환율은 7일 미국 고용시장 냉각 우려에 위험회피 심리가 유지되면서 장 초반 1,450원대로 올랐다. 이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 29분 현재 전일 주간 거래 종가(오후 3시 30분 기준)보다 2.5원 오른 1,450.2원이다. 환율은 전장보다 0.4원 높은 1,448.1원으로 출발한 뒤 오름폭을 키워 장 초반 1,450.8원까지 상승했다. 주간 거래 장 중 고가 기준으로 지난 4월 11일(1,457.2원) 이후 7개월 만에 최고 수준이며, 환율은 전날 야간 거래에서도 1,452.0원까지 올랐다. 미국 노동시장 불안감에 시장에는 위험회피 심리가 유지됐다. 고용정보업체 '챌린저 그레이 앤드 크리스마스'는 6일(현지시간) 공개한 보고서에서 10월 중 미국의 일자리가 15만3천74개 사라졌다고 밝혔다. 이는 10월 기준으로 2003년 이후 가장 많은 일자리 감축 규모다. 코스피는 이날 전장보다 62.73포인트(1.56%) 내린 3,963.72로 출발한 뒤 장 초반 4,000선 부근에서 등락하고 있다. 다만 달러는 연방준비제도(Fed·연준) 금리 인하 기대감이 되살아나면서 간밤 약세를 나타냈다. 주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전일보다 0.27% 내린 99.749 수준이다. 같은 시각 원/엔 재정환율은 100엔당 947.66원으로, 전일 오후 3시 30분 기준가인 940.80원보다 6.86원 상승했다. 엔/달러 환율은 0.55% 내린 153.020엔이다. ssun@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729412
3599,환율,2025-11-07 09:32:38,"1,450원 넘긴 원/달러 환율","(서울=연합뉴스) 서대연 기자 = 7일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 원/달러 환율이 표시돼 있다. 이날 원/달러 환율은 전장보다 0.4원 오른 1,448.1원으로 출발해 장중 1,450원을 돌파했다. 2025.11.7 dwise@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729401
3600,환율,2025-11-07 09:32:26,"1,450원 넘긴 원/달러 환율","(서울=연합뉴스) 서대연 기자 = 7일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 원/달러 환율이 표시돼 있다. 이날 원/달러 환율은 전장보다 0.4원 오른 1,448.1원으로 출발해 장중 1,450원을 돌파했다. 2025.11.7 dwise@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015729400
3601,환율,2025-11-07 09:01:15,원·달러 환율 0.4원 오른 1448.1원 개장,7일 서울 외환시장에서 원·달러 환율은 전 거래일 대비 0.4원 오른 1448.1원 에 개장했다.,https://n.news.naver.com/mnews/article/277/0005675988
3602,환율,2025-11-06 15:52:42,"환율, 美 관세 무효 가능성에 1.7원 하락…1,447.7원","외국인 국내 증시 대규모 순매도에 낙폭 축소 환율, 美 관세 무효 가능성에 1.7원 하락…1,447.7원 (서울=연합뉴스) 이동해 기자 = 6일 서울 중구 하나은행 본점 딜링룸에서 딜러가 업무를 보고 있다. 이날 코스피지수는 전장보다 22.03포인트(0.55%) 오른 4,026.45에, 코스닥지수는 3.72포인트(0.41%) 하락한 898.17에 장을 마감했다. 2025.11.6 eastsea@yna.co.kr (서울=연합뉴스) 민선희 기자 = 원/달러 환율은 6일 미국 도널드 트럼프 행정부의 상호관세 소송 패소 가능성에 하락했다. 이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가(오후 3시 30분 기준)는 전일보다 1.7원 내린 1,447.7원이다. 환율은 간밤 달러 약세를 반영해 전장보다 7.4원 낮은 1,442.0원으로 출발했다. 도널드 트럼프 행정부가 상호 관세 관련 소송에서 패소할 수 있다는 관측에 달러 강세 흐름은 다소 진정됐다. 미국 연방 대법원은 5일(현지시간) 트럼프 대통령이 한국 등 세계 각국에 부과한 광범위한 관세의 적법 여부를 판단하기 위한 심리에 나섰다. 앞서 하급심 법원들은 트럼프 대통령이 비상 권한을 활용해 전 세계에 관세를 부과한 조치가 불법이라고 판단했다. 주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전일보다 0.11% 내린 100.025 수준이다. 다만 이날 외국인이 국내 주식을 1조원 넘게 순매도하면서 환율도 낙폭을 줄였다. 외국인은 유가증권시장에서 약 1조6천951억원을 순매도하며 4거래일째 매도세다. 오후 3시 30분 기준 원/엔 재정환율은 100엔당 940.80원으로, 전일 오후 3시 30분 기준가인 943.37원보다 2.57원 하락했다. 엔/달러 환율은 0.15% 오른 153.874엔이다. ssun@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015728617
3603,환율,2025-11-06 15:31:09,원·달러 환율 1.7원 내린 1447.7원 마감,6일 서울 외환시장에서 원·달러 환율은 오후3시30분 기준 전 거래일 대비 1.7원 내린 1447.7원 에 마감했다.,https://n.news.naver.com/mnews/article/277/0005675741
3604,환율,2025-11-06 13:52:18,"김용범 ""연 200억달러 대미 투자해도 외환시장 충격 없다""","김용범 대통령비서실 정책실장이 6일 서울 여의도 국회에서 열린 국회운영위원회의 대통령비서실 등에 대한 국정감사에 출석해 자리하고 있다. /사진=뉴스1 김용범 대통령실 정책실장은 6일 관세협상에서 타결된 대미 투자금 연 최대 200억달러 외환 시장에 악영향을 미칠 수 있다는 우려와 관련해 ""우리가 부담없이 조달할 수 있는, 외환시장에 충격이 없는 금액""이라고 반박했다. 김 정책실장은 이날 오전 국회에서 열린 운영위원회 국정감사에서 ""중앙은행의 보유자산과 외국환평형기금(외평기금)을 포함하면 150억∼200억달러 정도는 우리가 부담 없이 조달할 수 있다""며 ""외환시장에 충격이 없는 금액으로 중앙은행과 면밀히 분석해 대응한 수치""라고 밝혔다. 그러면서 다중의 안전장치를 확보하려고 최대한 노력했다는 입장을 강조했다. 김 정책실장은 ""투자원리금 회수의 불확실성 있는 사업은 애당초 착수하지 않도록, 그리고 우리 협의위원회에서 동의하지 않도록 제1조의 상업 합리성 조항을 넣었다""고 말했다. 수익배분율 불균형으로 대미 투자금 원금 회수가 어려울 것이란 우려를 두고서도 ""(이익 배분 비율) 5대 5는 일본 때문에 끝내 숫자를 바꾸지 못했지만, 중간에 원리금 회수 가능성이 불확실하다고 판단되는 경우에는 비율을 조정할 수 있다는 문구도 포함했다""고 밝혔다.",https://n.news.naver.com/mnews/article/015/0005207844
3605,환율,2025-11-06 11:52:10,'검은 수요일' 뒤 코스피 혼조세…4천선 안팎 등락,"[앵커] 어제 ‘검은 수요일’을 보낸 코스피가 하루 만에 반등했습니다. 하지만 외국인 매도세가 이어지면서 장중에 일시적으로 하락 전환하는 등 혼조세를 보이고 있는데요. 자세한 내용, 취재기자 연결해 들어보겠습니다. 김수빈 기자! [기자] 네, 코스피가 오늘(6일) 등락이 심한 흐름을 보이고 있습니다. 코스피는 개장 초 2% 넘게 오르며 4,090선에서 출발했지만, 장중 외국인의 매도세가 강해지며 4,000선이 한때 무너졌습니다. 현재는 개인과 기관의 매수세가 유입되며 강보합권에서 움직이고 있습니다. 시가총액 상위 종목은 혼조세를 보이고 있습니다. SK하이닉스는 3% 넘게 반등했지만, 삼성전자는 10만 원선 부근에서 약보합세를 나타내고 있습니다. LG에너지솔루션과 한화에어로스페이스 등 일부 대형주는 상승세를 이어가고 있습니다. 코스닥지수는 장 초반 상승했다가 하락 전환해 900선 아래로 내려왔습니다. 전날 우리 증시는 AI 관련주의 고평가 논란으로 급락하며 장중 사이드카가 발동되는 등 불안한 모습을 보였는데요. 과도한 하락 인식 속 개인투자자들의 저가 매수세가 유입되며 낙폭을 줄였습니다. 오늘도 이런 저가 매수세가 일부 이어지고 있지만, 이틀간의 급락 폭을 만회하지는 못한 상태입니다. 사이드카 발동 이후 지수가 직전 수준으로 회복하기까지 평균 3주 정도 걸리는 것으로 집계됐는데요. 당분간은 하루에도 등락이 심한 변동성 장세가 이어질 가능성이 높다는 게 증권가의 분석입니다. 다만 중장기적으로 상승 흐름이 유효하다는 관측은 이어지고 있습니다. 한편 원·달러 환율은 1,440원대 중반에서 거래되고 있습니다. 트럼프 행정부가 상호 관세 관련 소송에서 패소할 수 있다는 관측이 나오면서 달러 강세 흐름이 소폭 진정됐습니다. 지금까지 경제부에서 전해드렸습니다. [현장연결 장호진] #환율 #코스피 #코스닥 #삼성전자 #SK하이닉스 #개장 #기술주 #검은수요일 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",https://n.news.naver.com/mnews/article/422/0000798828
